Bets for period:;from 2024-09-30 | 19:00;to 2024-11-11 | 18:59;Number of transactions:;1604;;;;;
1563354683139;2024-11-08 | 15:49;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563354321033;2024-11-08 | 15:49;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563352780539;2024-11-08 | 15:48;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563352416273;2024-11-08 | 15:48;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563351728941;2024-11-08 | 15:47;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563351410569;2024-11-08 | 15:47;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563350395093;2024-11-08 | 15:46;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563349715451;2024-11-08 | 15:46;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563349256827;2024-11-08 | 15:46;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563348569703;2024-11-08 | 15:45;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563348156921;2024-11-08 | 15:45;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563347474535;2024-11-08 | 15:45;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563347151729;2024-11-08 | 15:44;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563346479159;2024-11-08 | 15:44;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563346193211;2024-11-08 | 15:44;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563345100125;2024-11-08 | 15:43;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1562372959281;2024-11-08 | 00:15;1040783017;Live casino;Evolution;Crazy Time;Bet;25.00;PHP;Real money
1562372374989;2024-11-08 | 00:15;1040783017;Live casino;Evolution;Crazy Time;Payout;750.00;PHP;Real money
1562371769191;2024-11-08 | 00:14;1040783017;Live casino;Evolution;Crazy Time;Bet;250.00;PHP;Real money
1560961643295;2024-11-07 | 07:07;1040783017;Live casino;Evolution;Crazy Time;Bet;250.00;PHP;Real money
1560961188741;2024-11-07 | 07:07;1040783017;Live casino;Evolution;Crazy Time;Bet;250.00;PHP;Real money
1560960417677;2024-11-07 | 07:05;1040783017;Live casino;Evolution;Crazy Time;Bet;250.00;PHP;Real money
1560959947955;2024-11-07 | 07:05;1040783017;Live casino;Evolution;Crazy Time;Bet;50.00;PHP;Real money
1560959469885;2024-11-07 | 07:04;1040783017;Live casino;Evolution;Crazy Time;Bet;25.00;PHP;Real money
1560958732251;2024-11-07 | 07:03;1040783017;Live casino;Evolution;Crazy Time;Bet;25.00;PHP;Real money
1560957822363;2024-11-07 | 07:01;1040783017;Live casino;Evolution;Crazy Time;Bet;25.00;PHP;Real money
1560957398957;2024-11-07 | 07:01;1040783017;Live casino;Evolution;Crazy Time;Bet;25.00;PHP;Real money
